class,BL,BH,ML,BCL,CCB1,CC,CCB2,b
Q432,0.814286667,0.940741667,NaN,0.906233333,NaN,NaN,0.03691,YS
Q433,0.861138333,0.829845,NaN,0.915306667,NaN,NaN,0.04427,YS
Q434,0.63124,0.758746667,NaN,0.674798333,NaN,NaN,0.05442,YS
Q435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q436,0.69586,0.519506667,NaN,0.69586,NaN,NaN,NaN,YS
Q437,0.65683,0.799885,NaN,0.668673333,NaN,NaN,0.04616,YS
Q438,0.705405,0.787518333,NaN,0.751078333,NaN,NaN,0.046243333,YS
Q439,0.554086667,0.780198333,NaN,0.618633333,NaN,NaN,0.051243333,YS
Q440,0.880203333,0.866705,NaN,0.892928333,NaN,NaN,0.06312,YS
Q441,0.68763,0.596503333,NaN,0.7129,NaN,NaN,NaN,YS
Q442,0.875015,0.93184,NaN,0.897765,NaN,NaN,0.043706667,YS
Q443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q444,0.752981667,0.867166667,NaN,0.856798333,NaN,NaN,0.05299,YS
Q445,0.77612,0.890835,NaN,0.846743333,NaN,NaN,0.05497,YS
Q446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q447,0.902415,0.71474,NaN,0.9744,NaN,NaN,0.04783,YS
Q448,0.807738333,0.820525,NaN,0.88153,NaN,NaN,0.035333333,YS
Q449,0.945646667,0.862106667,NaN,1.029216667,NaN,NaN,0.034443333,YS
Q450,0.64928,0.570706667,NaN,0.67616,NaN,NaN,0.04396,YS
Q451,0.75682,0.774033333,NaN,0.82586,NaN,NaN,0.043556667,YS
Q452,0.545271667,0.571568333,NaN,0.57441,NaN,NaN,0.02365,YS
Q453,0.506606667,0.847966667,NaN,0.517101667,NaN,NaN,NaN,YS
Q454,0.698515,0.779368333,NaN,0.747791667,NaN,NaN,0.055356667,YS
Q455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q456,0.879271667,0.864218333,NaN,0.936098333,NaN,NaN,0.044703333,YS
Q457,0.545436667,NaN,NaN,0.545436667,NaN,NaN,NaN,YS
Q458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q459,0.728321667,0.665821667,NaN,0.752026667,NaN,NaN,0.044276667,YS
Q460,0.475746667,NaN,NaN,0.475746667,NaN,NaN,NaN,YS
Q461,0.519721667,0.712773333,NaN,0.599626667,NaN,NaN,0.038346667,YS
Q462,0.922473333,0.927338333,NaN,1.007803333,NaN,NaN,0.0562,YS
Q463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q465,0.698061667,0.65511,NaN,0.747593333,NaN,NaN,0.042463333,YS
Q466,0.553348333,0.623866667,NaN,0.597926667,NaN,NaN,0.035283333,YS
Q467,0.671761667,0.556273333,NaN,0.73065,NaN,NaN,0.047996667,YS
Q468,0.695743333,0.720878333,NaN,0.736355,NaN,NaN,0.0355,YS
Q469,0.447413333,NaN,NaN,0.449626667,NaN,NaN,NaN,YS
Q470,0.540338333,NaN,NaN,0.552141667,NaN,NaN,NaN,YS
Q471,0.713396667,0.595271667,NaN,0.716181667,NaN,NaN,0.04301,YS
Q472,0.812456667,0.688715,NaN,0.81841,NaN,NaN,0.041873333,YS
Q473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q474,0.504728333,0.603656667,NaN,0.528648333,NaN,NaN,0.03634,YS
Q475,0.540681667,0.527133333,NaN,0.548053333,NaN,NaN,0.036296667,YS
Q476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q477,0.435918333,0.515413333,NaN,0.398611667,NaN,NaN,0.036493333,YS
Q479,0.76137,0.841745,NaN,0.825911667,NaN,NaN,0.054133333,YS
Q480,0.753081667,0.84927,NaN,0.777616667,NaN,NaN,0.072336667,YS
Q481,0.811991667,0.770826667,NaN,0.808245,NaN,NaN,NaN,YS
Q482,0.925603333,0.974475,NaN,0.965573333,NaN,NaN,0.067016667,YS
Q483,0.70881,0.857025,NaN,0.752561667,NaN,NaN,0.08342,YS
Q484,0.902733333,0.924538333,NaN,0.985026667,NaN,NaN,0.06453,YS
Q485,1.029043333,1.062551667,NaN,1.049268333,NaN,NaN,0.094273333,YS
Q486,0.5954,0.593878333,NaN,0.594715,NaN,NaN,NaN,YS
Q487,0.544365,0.576063333,NaN,0.549438333,NaN,NaN,0.027966667,YS
Q488,0.645316667,0.645761667,NaN,0.65215,NaN,NaN,0.037793333,YS
Q489,0.33822,NaN,NaN,0.33822,NaN,NaN,NaN,YS
Q490,0.86683,0.849095,NaN,0.902285,NaN,NaN,0.062826667,YS
Q491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q492,0.672451667,0.741503333,NaN,0.71824,NaN,NaN,0.048953333,YS
Q493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q494,0.704945,0.62715,NaN,0.707493333,NaN,NaN,0.052743333,YS
Q495,0.699883333,0.824343333,NaN,0.747828333,0.03519,0.345826667,0.05467,YS
Q496,0.761265,0.840116667,NaN,0.81945,NaN,NaN,0.054206667,YS
Q497,0.899258333,0.857283333,NaN,0.915893333,NaN,0.397991667,0.034141667,YS
Q498,0.798973333,0.799823333,NaN,0.791896667,NaN,NaN,0.05651,YS
Q499,0.923618333,0.971116667,NaN,1.010301667,NaN,NaN,0.055483333,YS
Q500,0.859588333,0.760565,NaN,0.85578,0.06256,0.390073333,0.061143333,YS
Q501,0.732843333,0.848078333,NaN,0.778755,NaN,NaN,0.06326,YS
Q502,0.76245,0.80585,NaN,0.803105,NaN,NaN,0.05607,YS
Q503,0.859375,0.91508,NaN,0.906808333,NaN,NaN,0.073243333,YS
Q504,0.8385,0.81343,NaN,0.88436,NaN,NaN,0.064413333,YS
Q505,0.68786,0.844445,NaN,0.736873333,NaN,NaN,0.0449,YS
Q506,0.645136667,0.772473333,NaN,0.722516667,NaN,NaN,NaN,YS
Q507,0.832631667,0.902876667,NaN,0.893658333,NaN,NaN,0.06355,YS
Q508,0.712063333,0.825463333,NaN,0.739513333,NaN,NaN,0.06289,YS
Q509,0.799581667,0.888305,NaN,0.854765,NaN,NaN,0.06577,YS
Q510,0.750273333,NaN,NaN,0.803351667,NaN,NaN,NaN,YS
Q511,0.831051667,0.860458333,NaN,0.865233333,NaN,NaN,0.056606667,YS
Q512,0.841013333,0.90244,NaN,0.922653333,NaN,NaN,NaN,YS
Q513,0.729861667,0.740183333,NaN,0.807731667,NaN,NaN,0.06398,YS
Q514,0.759246667,0.867011667,NaN,0.798735,NaN,NaN,0.06078,YS
Q515,0.741471667,0.73067,NaN,0.825671667,NaN,NaN,0.084013333,YS
Q516,0.619765,0.848348333,NaN,0.722085,NaN,NaN,0.04502,YS
Q517,0.751716667,0.794891667,NaN,0.795828333,NaN,NaN,0.06391,YS
Q518,0.69932,0.810053333,NaN,0.78081,NaN,NaN,0.066943333,YS
Q519,0.724265,0.916013333,NaN,0.812925,NaN,NaN,0.054863333,YS
Q520,0.68339,0.733453333,NaN,0.750393333,NaN,NaN,0.066903333,YS
Q521,0.834871667,0.895136667,NaN,0.886678333,NaN,NaN,0.062676667,YS
Q522,0.800288333,0.810166667,NaN,0.866321667,NaN,NaN,0.044776667,YS
Q523,0.847813333,0.763561667,NaN,0.855698333,NaN,NaN,0.043986667,YS
Q524,0.80464,0.792958333,NaN,0.802671667,NaN,NaN,0.063566667,YS
Q525,0.942243333,0.91546,NaN,0.992256667,NaN,NaN,0.064536667,YS
Q526,0.847291667,0.877226667,NaN,0.879976667,NaN,NaN,0.053736667,YS
Q527,0.765476667,0.793258333,NaN,0.81522,NaN,NaN,0.056993333,YS
Q528,1.912145,0.78734,NaN,0.786463333,NaN,NaN,0.04583,YS
Q529,0.939091667,0.931221667,NaN,0.947953333,NaN,NaN,0.043976667,YS
Q530,0.846253333,0.874241667,NaN,0.90663,NaN,NaN,0.04505,YS
Q531,0.874331667,0.875226667,NaN,0.921095,NaN,NaN,0.045316667,YS
Q532,1.039708333,1.050578333,NaN,1.124403333,NaN,NaN,0.072423333,YS
Q533,0.821178333,0.853375,NaN,0.888545,NaN,NaN,0.044883333,YS
Q534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q540,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q547,0.828183333,0.932336667,NaN,0.980106667,NaN,NaN,0.05466,YS
Q548,0.689486667,0.677381667,NaN,0.782985,NaN,NaN,0.036083333,YS
Q549,0.872196667,0.79027,NaN,0.89117,NaN,NaN,0.043636667,YS
Q550,0.88045,0.696643333,NaN,0.909193333,NaN,NaN,0.035093333,YS
Q551,0.838028333,0.88869,NaN,0.888226667,NaN,NaN,0.05727,YS
Q552,0.695425,0.747608333,NaN,0.700385,NaN,NaN,NaN,YS
Q553,0.887763333,0.89749,NaN,0.887763333,NaN,NaN,NaN,YS
Q554,0.777325,0.777433333,NaN,0.825061667,NaN,NaN,0.06308,YS
Q555,0.607981667,0.698778333,NaN,0.666416667,NaN,NaN,0.043543333,YS
Q556,0.701571667,0.778523333,NaN,0.741275,NaN,NaN,0.053036667,YS
Q00896,0.954996667,0.851841667,NaN,1.012768333,NaN,NaN,0.053943333,YS
Q01111,0.93091,0.94162,NaN,1.004206667,NaN,NaN,0.074316667,YS
Q15114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q10501,0.763946667,0.901525,NaN,0.803278333,NaN,NaN,0.052763333,YS
Q13163,0.617241667,0.519646667,NaN,0.625783333,NaN,NaN,0.040376667,YS
Q13874,0.370835,0.546388333,NaN,0.408346667,NaN,NaN,0.035026667,YS
Q14045,0.807163333,NaN,NaN,0.823761667,NaN,NaN,NaN,YS
Q14155,0.738841667,0.731508333,NaN,0.808586667,NaN,NaN,0.04502,YS
Q15035,0.888907778,0.856356667,NaN,0.977332222,NaN,NaN,0.055093333,YS
Q16017,0.713975,0.78461,NaN,0.784156667,NaN,NaN,0.045746667,YS
Q17376,0.81459,0.936296667,NaN,0.943723333,NaN,NaN,0.054386667,YS
Q18348,0.6261,0.692378333,NaN,0.692795,NaN,NaN,0.066853333,YS
Q18358,0.745986667,0.776556667,NaN,0.745986667,NaN,NaN,NaN,YS
Q18384,0.663945,0.647828333,NaN,0.687936667,NaN,NaN,0.037053333,YS
Q19397,0.450035,0.564395,NaN,0.526108333,NaN,NaN,0.026603333,YS
Q21088,0.381303333,0.620123333,NaN,0.381303333,NaN,NaN,NaN,YS
Q148101,0.858548333,0.803055,NaN,0.955478333,NaN,NaN,0.055826667,YS
Q2015002,0.900043333,0.775016667,NaN,0.900043333,NaN,NaN,NaN,YS
QG1519,0.57222,0.72375,NaN,0.5807175,NaN,NaN,NaN,YS
QIMG_0574,0.7742,0.845566667,NaN,0.7742,NaN,NaN,NaN,YS
Q13880,0.5887,0.83006,NaN,0.62488,NaN,NaN,0.03633,YS
Q17002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q19004,0.817376667,0.93668,NaN,0.847836667,0.051686667,0.2619,0.035113333,YS
Q21076,0.766723333,0.83284,NaN,0.842823333,NaN,NaN,0.036356667,YS
Q15015,0.87993,0.85743,NaN,1.05019,NaN,NaN,0.057823333,YS
Q18538,0.649323333,0.67654,NaN,0.683173333,NaN,NaN,0.046916667,YS
Q15002,0.746193333,0.740186667,NaN,0.848276667,NaN,NaN,NaN,YS
Q21008,0.35835,0.576366667,NaN,0.367473333,NaN,NaN,0.036273333,YS
Q181006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
QG1520,0.63547,NaN,NaN,0.65304,NaN,NaN,NaN,YS
QG1521,0.64251,NaN,NaN,0.69478,NaN,NaN,NaN,YS
Q10574,0.818506667,0.764783333,NaN,0.841196667,NaN,NaN,0.05363,YS
Q10723,0.8474,0.86327,NaN,1.022946667,NaN,NaN,0.044413333,YS
Q10732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q10734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YS
Q10737,0.811746667,NaN,NaN,0.932106667,NaN,NaN,NaN,YS
Q110426,0.85318,NaN,NaN,0.928143333,NaN,NaN,NaN,YS
Q16012,0.583106667,0.667546667,NaN,0.72178,NaN,NaN,0.044413333,YS
LR003,0.93445,1.044663333,NaN,0.996085,NaN,NaN,0.071386667,MW
LR004,0.731828333,0.867745,NaN,0.753598333,0.026641667,0.220931667,0.038861667,MW
LR005,0.944148333,1.013895,NaN,1.010935,NaN,NaN,0.078065,MW
LR006,NaN,NaN,NaN,NaN,0.033868333,0.272521667,NaN,MW
LR007,0.773083333,0.877573333,NaN,0.853001667,0.030548333,0.272535,0.056776667,MW
LR008,0.866386667,1.027438333,NaN,0.939918333,0.04183,0.33066,0.060888333,MW
LR009,0.826853333,0.997271667,NaN,0.85221,0.032636667,0.226375,0.055093333,MW
LR010,0.739556667,0.779498333,NaN,0.764603333,0.031243333,0.17498,0.045166667,MW
LR011,0.74933,0.857586667,NaN,0.820795,0.041681667,0.276413333,0.053466667,MW
LR012,0.8174,0.871566667,NaN,0.859965,0.02678,0.173431667,0.063301667,MW
LR013,0.91267,0.98901,NaN,0.957141667,0.025855,0.218958333,0.061461667,MW
LR014,0.81939,0.906156667,NaN,0.898518333,0.029855,0.24507,0.059453333,MW
LR015,0.931761667,0.996661667,NaN,0.987995,0.040691667,0.297446667,0.04897,MW
LR016,0.944795,0.948553333,NaN,0.98189,0.032745,0.28416,0.06595,MW
LR017,0.84932,0.943971667,NaN,0.916903333,0.031995,0.250343333,0.060541667,MW
LR018,0.73652,0.918046667,NaN,0.809735,0.041841667,0.22262,0.06323,MW
LR019,0.784836667,0.799838333,NaN,0.85175,0.03191,0.180245,0.077901667,MW
LR020,0.837661667,1.041821667,NaN,0.926356667,0.02907,0.170238333,0.075603333,MW
LR021,0.958563333,0.976686667,NaN,0.991315,0.029196667,0.212573333,0.054323333,MW
LR022,0.7746,0.893411667,NaN,0.828635,0.034486667,0.207666667,0.055633333,MW
LR023,0.798665,0.924378333,NaN,0.926188333,0.027408333,0.211876667,0.062603333,MW
LR024,0.763188333,0.76971,NaN,0.835418333,0.04024,0.283465,0.064056667,MW
LR025,0.855735,0.92182,NaN,0.908461667,0.043296667,0.250305,0.066305,MW
LR026,0.807753333,0.817951667,NaN,0.857851667,0.058075,0.350503333,0.066333333,MW
LR027,0.837845,0.796821667,NaN,0.890148333,0.040815,0.271255,0.0602,MW
LR028,0.75364,0.908861667,NaN,0.763385,0.049998333,0.254745,0.056406667,MW
LR029,0.794755,0.932846667,NaN,0.871591667,0.034385,0.281583333,0.072256667,MW
LR030,0.788101667,0.85037,NaN,0.855506667,0.027451667,0.219678333,0.055655,MW
LR031,0.701778333,0.721396667,NaN,0.762245,0.03338,0.196561667,0.043341667,MW
LR032,0.645686667,0.771963333,NaN,0.69309,0.024893333,0.18888,0.054771667,MW
LR033,1.016226667,0.933093333,NaN,1.05716,0.031933333,0.245643333,0.070543333,MW
LR034,0.557588333,0.801861667,NaN,0.638308333,0.03618,0.240923333,0.058981667,MW
LR035,1.014873333,0.990176667,NaN,1.057018333,0.025608333,0.168715,0.063003333,MW
LR036,0.69295,0.768536667,NaN,0.740956667,0.027228333,0.156643333,0.059045,MW
LR037,0.759045,0.804453333,NaN,0.855018333,0.02795,0.150271667,0.061641667,MW
LR038,0.790978333,0.821108333,NaN,0.86655,0.024838333,0.189246667,0.059335,MW
LR039,0.908656667,1.02845,NaN,1.008406667,0.038075,0.237755,0.072213333,MW
LR040,0.835485,0.828935,NaN,0.872465,0.02301,0.212513333,0.060426667,MW
LR041,0.7756,0.885858333,NaN,0.811733333,0.030351667,0.281088333,0.057678333,MW
LR042,0.801386667,0.871355,NaN,0.864383333,0.016801667,0.17255,0.060163333,MW
LR043,0.798905,0.884051667,NaN,0.89357,0.042104,0.3062,0.062441667,MW
LR044,0.766603333,0.805645,NaN,0.862276667,0.026856667,0.189323333,0.054003333,MW
LR045,0.804481667,0.883378333,NaN,0.88286,0.02289,0.174571667,0.05462,MW
LR046,0.669765,0.789293333,NaN,0.717791667,0.029461667,0.207671667,0.05793,MW
LR047,0.933171667,0.949328333,NaN,0.996871667,0.031308333,0.184911667,0.067591667,MW
LR048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MW
LR049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MW
LR050,0.843721667,0.927275,NaN,0.866656667,0.031118333,0.208998333,0.049878333,MW
LR051,1.177363333,2.099461667,NaN,1.216208333,0.037575,0.25175,0.063165,MW
LR052,0.761556667,0.83174,NaN,0.830221667,0.032011667,0.174426667,0.055866667,MW
LR053,0.76516,0.92953,NaN,0.868945,0.025916667,0.183805,0.059915,MW
LR054,0.995116667,0.964216667,NaN,1.093965,0.037956667,0.282898333,0.074996667,MW
LR055,0.916521667,0.912343333,NaN,1.004913333,0.026573333,0.216028333,0.05679,MW
LR056,0.988708333,1.015481667,NaN,1.082725,NaN,0.235301667,0.074713333,MW
LR057,0.552346667,0.866413333,NaN,0.639953333,0.03117,0.202336667,0.060918333,MW
LR058,0.870196667,0.95969,NaN,0.994676667,0.041521667,0.244666667,0.065838333,MW
LR059,0.836841667,0.771448333,NaN,0.898598333,0.040141667,0.297276667,0.06043,MW
LR060,0.872916667,0.924496667,NaN,0.94829,0.031313333,0.21254,0.059396667,MW
LR061,0.845351667,0.937441667,NaN,0.948458333,0.031818333,0.228381667,0.068236667,MW
LR062,0.902538333,0.970208333,NaN,0.966673333,0.031161667,0.187401667,0.06701,MW
LR063,0.79973,0.788238333,NaN,0.899316667,NaN,0.382253333,0.048926667,MW
LR064,0.772071667,0.940616667,NaN,0.83243,0.042656667,0.360011667,0.04977,MW
LR065,0.72223,0.757793333,NaN,0.781101667,0.035586667,0.178018333,0.048998333,MW
LR066,0.511841667,0.659768333,NaN,0.590748333,0.016526667,0.105035,0.04456,MW
LR067,0.616406667,0.718798333,NaN,0.650478333,0.026993333,0.203298333,0.052388333,MW
LR068,0.699511667,0.837335,NaN,0.762481667,0.037778333,0.232603333,0.058166667,MW
LR069,0.657178333,0.686986667,NaN,0.719135,0.024673333,0.185453333,0.069853333,MW
LR070,0.580428333,0.674048333,NaN,0.626316667,0.029291667,0.224498333,0.042743333,MW
LR071,0.71756,0.742293333,NaN,0.783063333,0.025551667,0.247555,0.04326,MW
LR072,0.88307,0.953403333,NaN,0.951735,0.028415,0.241915,0.075171667,MW
LR073,0.781711667,0.955096667,NaN,0.86877,0.026676667,0.226063333,0.065823333,MW
LR074,0.810788333,0.885908333,NaN,0.861481667,0.035431667,0.203753333,0.067263333,MW
LR075,0.732168333,0.9316,NaN,0.815618333,0.035143333,0.254905,0.064293333,MW
LR076,0.648283333,0.815193333,NaN,0.7238,0.032336667,0.194498333,0.047681667,MW
LR077,0.64164,0.907481667,NaN,0.698535,0.023175,0.196206667,0.050056667,MW
LR078,NaN,NaN,NaN,NaN,0.039466667,0.235831667,NaN,MW
LR079,0.826148333,0.922903333,NaN,0.869125,0.041981667,0.201341667,0.064528333,MW
LR080,0.65685,0.7504,NaN,0.722775,0.043406667,0.262281667,0.052565,MW
LR081,0.763346667,0.874456667,NaN,0.824513333,0.023371667,0.165663333,0.062131667,MW
LR082,0.648225,0.887751667,NaN,0.764858333,0.026656667,0.164695,0.07626,MW
LR083,0.702415,0.824255,NaN,0.753413333,0.017025,0.136576667,0.054051667,MW
LR084,0.634866667,0.816198333,NaN,0.712945,0.027301667,0.159713333,0.044581667,MW
LR085,NaN,NaN,NaN,NaN,0.035773333,0.229066667,NaN,MW
LR086,0.581956667,0.826436667,NaN,0.6283,0.04309,0.206096667,0.051098333,MW
LR087,NaN,NaN,NaN,NaN,0.031943333,0.218295,NaN,MW
LR088,0.709951667,0.797258333,NaN,0.771945,0.03848,0.266691667,0.078266667,MW
LR089,0.74119,0.836116667,NaN,0.791748333,0.0276,0.154355,0.062518333,MW
LR090,0.492876667,0.747213333,NaN,0.548006667,0.02672,0.209753333,0.044886667,MW
LR091,0.766378333,0.928576667,NaN,0.816426667,0.025918333,0.186343333,0.056555,MW
LR092,0.740683333,0.745675,NaN,0.813491667,0.02322,0.186525,0.051495,MW
LR093,0.679106667,0.844686667,NaN,0.736053333,0.027108333,0.199145,0.054685,MW
LR094,0.936635,0.956901667,NaN,0.987671667,0.033128333,0.204916667,0.066628333,MW
LR095,0.92453,0.910238333,NaN,0.992838333,0.018518333,0.195185,0.063635,MW
LR096,0.82655,0.936928333,NaN,0.933465,0.024296667,0.19757,0.058511667,MW
LR097,0.773995,0.914761667,NaN,0.854785,0.017536667,0.17022,0.058018333,MW
LR098,0.821666667,0.913308333,NaN,0.88914,NaN,NaN,0.05236,MW
LR099,0.842738333,0.85573,NaN,0.910126667,0.026823333,0.115656667,0.045193333,MW
LR100,0.854903333,0.864096667,NaN,0.939708333,NaN,NaN,0.053743333,MW
LR101,0.620386667,0.803168333,NaN,0.696043333,0.02435,0.203793333,0.05529,MW
LR102,0.756913333,0.8457,NaN,0.80234,0.026753333,0.156248333,0.065675,MW
LR103,0.7401,0.80154,NaN,0.80462,0.018613333,0.167631667,0.063656667,MW
LR104,0.824055,0.781095,NaN,0.854136667,0.026461667,0.182585,0.049563333,MW
LR105,0.733686667,0.858943333,NaN,0.843646667,NaN,NaN,0.050273333,MW
LR106,0.878006667,0.805228333,NaN,0.928466667,0.021038333,0.203551667,0.06005,MW
LR107,0.884495,0.937883333,NaN,0.956985,0.042535,0.196513333,0.054265,MW
LR108,0.811903333,0.80889,NaN,0.890391667,0.024856667,0.172325,0.056906667,MW
LR109,0.887435,0.754058333,NaN,0.97612,0.02802,0.176666667,0.050995,MW
LR110,0.975056667,0.83816,NaN,1.533161667,0.024325,0.21769,0.058618333,MW
LR111,0.810756667,0.888251667,NaN,0.886335,0.030586667,0.21907,0.0608,MW
LR112,0.91041,0.877466667,NaN,0.986261667,0.023035,0.181396667,0.061948333,MW
LR113,0.699801667,0.909001667,NaN,0.800868333,0.02734,0.24779,0.058558333,MW
LR114,0.853623333,0.913576667,NaN,0.940183333,0.032,0.177318333,0.058388333,MW
LR115,0.759796667,0.876011667,NaN,0.824686667,0.035218333,0.266015,0.060228333,MW
LR116,0.724045,0.851456667,NaN,0.787193333,0.026761667,0.196841667,0.05206,MW
LR117,0.735116667,0.951498333,NaN,0.833968333,0.02701,0.201401667,0.055361667,MW
LR118,0.682981667,0.804895,NaN,0.748718333,0.026266667,0.219116667,0.043388333,MW
LR119,0.859431667,0.930041667,NaN,0.916398333,0.033955,0.227976667,0.05759,MW
LR120,0.675946667,0.779003333,NaN,0.755756667,0.027676667,0.197808333,0.043518333,MW
LR121,0.798906667,0.833171667,NaN,0.906085,0.034056667,0.186455,0.05864,MW
LR122,0.777888333,0.8289,NaN,0.876261667,0.027913333,0.249121667,0.058691667,MW
LR123,0.838048333,0.771878333,NaN,0.866531667,0.044723333,NaN,0.060266667,MW
LR124,0.600543333,0.797758333,NaN,0.67597,0.027896667,0.258395,0.04395,MW
LR125,0.600188333,0.70901,NaN,0.69239,0.025465,0.180203333,0.047806667,MW
LR126,0.679878333,0.83094,NaN,0.767041667,0.027748333,0.228705,0.047813333,MW
LR127,0.635133333,0.759243333,NaN,0.714776667,0.035648333,0.187546667,0.051455,MW
LR128,0.911656667,0.88512,NaN,0.989896667,0.018003333,0.2067,0.05272,MW
LR129,0.680141667,0.883683333,NaN,0.760478333,0.024901667,0.301348333,0.050526667,MW
LR130,0.84945,0.850751667,NaN,0.925763333,0.031455,0.253616667,0.048788333,MW
LR131,0.72824,0.851573333,NaN,0.832608333,0.032865,0.25734,0.047206667,MW
LR132,0.75081,0.853295,NaN,0.819976667,0.015988333,0.186503333,0.05004,MW
LR133,0.848438333,0.923366667,NaN,0.936391667,0.040555,0.220806667,0.070848333,MW
LR134,0.867283333,0.850951667,NaN,0.931246667,0.02663,0.216231667,0.05185,MW
LR135,0.60044,0.865685,NaN,0.704703333,NaN,0.414356667,0.047676667,MW
LR136,0.874366667,0.858455,NaN,0.862746667,0.02681,0.221238333,0.061626667,MW
LR137,0.899458333,0.898101667,NaN,0.997808333,0.0295,0.125976667,0.079705,MW
LR138,0.648551667,0.810565,NaN,0.773146667,0.020168333,0.17821,0.046385,MW
LR139,0.770283333,0.844976667,NaN,0.834601667,0.019155,0.201568333,0.060651667,MW
LR140,0.757093333,0.848908333,NaN,0.827976667,0.02512,0.163821667,0.061795,MW
LR141,0.820485,0.824343333,NaN,0.85632,0.024273333,0.199605,0.065431667,MW
LR142,0.758378333,0.776461667,NaN,0.797673333,0.025503333,0.175228333,0.042046667,MW
LR143,0.648161667,0.764795,NaN,0.745705,NaN,NaN,0.049493333,MW
LR144,0.739398333,0.848098333,NaN,0.805755,0.031246667,0.212136667,0.060275,MW
LR145,0.853713333,0.850725,NaN,0.874696667,0.023088333,0.204113333,0.063791667,MW
LR146,0.845136667,0.861723333,NaN,0.881101667,0.016881667,0.163363333,0.057101667,MW
LR147,0.83247,0.819865,NaN,0.893175,0.01658,0.171288333,0.049726667,MW
LR148,0.560615,0.669728333,NaN,0.624958333,0.029366667,0.235103333,0.043756667,MW
LR149,0.771741667,0.907701667,NaN,0.84852,0.028,0.258348333,0.050658333,MW
LR150,0.73935,0.861755,NaN,0.806525,0.02696,0.175505,0.048285,MW
LR151,0.729283333,0.851793333,NaN,0.83787,0.018333333,0.177585,0.066136667,MW
LR152,0.732006667,0.81738,NaN,0.76878,0.026358333,0.178088333,0.053058333,MW
LR153,0.740931667,0.843123333,NaN,0.844181667,NaN,NaN,0.062595,MW
LR154,0.71082,0.839618333,NaN,0.784035,0.03349,0.316476667,0.054321667,MW
LR155,0.765386667,0.76601,NaN,0.837198333,NaN,NaN,0.05868,MW
LR156,0.708786667,0.775676667,NaN,0.807711667,0.021238333,0.170518333,0.051083333,MW
LR157,0.629855,0.840478333,NaN,0.724533333,0.014696667,0.252656667,0.044055,MW
LR158,0.596191667,0.844543333,NaN,0.668886667,0.01574,0.16049,0.041091667,MW
LR159,0.752383333,0.841286667,NaN,0.847535,0.025281667,0.189685,0.052485,MW
LR160,0.707288333,0.814755,NaN,0.810595,NaN,NaN,0.064528333,MW
LR161,0.647578333,0.82998,NaN,0.746806667,0.018861667,0.158518333,0.04735,MW
LR162,0.71818,0.85936,NaN,0.814191667,0.013583333,0.138913333,0.047141667,MW
LR163,0.798513333,0.828461667,NaN,0.85438,0.014478333,0.191933333,0.04797,MW
LR164,0.796206667,0.870825,NaN,0.864878333,0.018195,0.158541667,0.05459,MW
LR165,0.804993333,0.797385,NaN,0.858725,0.02693,0.280216667,0.062291667,MW
LR166,0.659395,0.785083333,NaN,0.708753333,0.022273333,0.224718333,0.046916667,MW
LR167,0.896691667,0.86936,NaN,0.9191,0.025655,0.190876667,0.044576667,MW
LR168,0.766895,0.904181667,NaN,0.851596667,0.024413333,0.227118333,0.06254,MW
